experiment,dataset,top_1_acc_diff,top_1_acc_improvement,top_3_acc_diff,top_3_acc_improvement,top_5_acc_diff,top_5_acc_improvement,top_10_acc_diff,top_10_acc_improvement,top_15_acc_diff,top_15_acc_improvement
gpt-3.5-turbo-0613_0.5_few_shot_3,gpt-4-0125-preview_0.5_rag_few_shot_5,0.038,0.233,0.044,0.218,0.079,0.175,0.108,0.118,0.046,0.075
gpt-3.5-turbo-0613_0.5_few_shot_3,gpt-4-0125-preview_1.0_zero_shot,0.018,0.253,0.037,0.225,0.043,0.211,0.052,0.174,0.027,0.093
gpt-3.5-turbo-0613_0.5_few_shot_3,gpt-4-0125-preview_1.0_few_shot_3,0.005,0.267,0.012,0.249,0.009,0.245,0.049,0.177,0.029,0.091
gpt-3.5-turbo-0613_0.5_few_shot_3,gpt-4-0125-preview_1.0_few_shot_1,0.007,0.265,0.026,0.236,0.029,0.225,0.061,0.165,0.030,0.090
gpt-3.5-turbo-0613_0.5_few_shot_3,gpt-4-0125-preview_1.0_few_shot_5,0.032,0.239,0.021,0.240,0.020,0.233,0.060,0.166,0.036,0.084
gpt-3.5-turbo-0613_0.5_few_shot_3,gpt-4-0125-preview_1.0_rag,0.009,0.262,0.025,0.236,0.047,0.207,0.059,0.167,0.026,0.094
gpt-3.5-turbo-0613_0.5_few_shot_3,gpt-4-0125-preview_1.0_rag_few_shot_3,0.011,0.260,0.058,0.203,0.054,0.200,0.076,0.150,0.029,0.092
gpt-3.5-turbo-0613_0.5_few_shot_3,gpt-4-0125-preview_1.0_rag_few_shot_1,0.077,0.194,0.079,0.182,0.107,0.147,0.091,0.135,0.034,0.086
gpt-3.5-turbo-0613_0.5_few_shot_3,gpt-4-0125-preview_1.0_rag_few_shot_5,0.021,0.251,0.070,0.191,0.103,0.150,0.085,0.142,0.034,0.086
gpt-3.5-turbo-0613_0.0_few_shot_3,gpt-3.5-turbo-0125_0.5_zero_shot,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0613_0.0_few_shot_3,gpt-3.5-turbo-0125_0.5_few_shot_1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0613_0.0_few_shot_3,gpt-3.5-turbo-0125_1.0_zero_shot,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0613_0.0_few_shot_3,gpt-3.5-turbo-0125_1.0_few_shot_3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0613_0.0_few_shot_3,gpt-3.5-turbo-0125_1.0_few_shot_1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0613_0.0_few_shot_3,gpt-3.5-turbo-0125_1.0_few_shot_5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0613_0.0_few_shot_3,gpt-3.5-turbo-0125_1.0_rag_few_shot_3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0613_0.0_few_shot_3,gpt-4-0125-preview_0.0_few_shot_5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0613_0.0_few_shot_3,gpt-4-0125-preview_0.0_rag,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0613_0.0_few_shot_3,gpt-4-0125-preview_0.0_rag_few_shot_1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0613_0.0_few_shot_3,gpt-4-0125-preview_0.5_zero_shot,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0613_0.0_few_shot_3,gpt-4-0125-preview_0.5_few_shot_3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0613_0.0_few_shot_3,gpt-4-0125-preview_0.5_few_shot_1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0613_0.0_few_shot_3,gpt-4-0125-preview_0.5_few_shot_5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0613_0.0_few_shot_3,gpt-4-0125-preview_0.5_rag,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0613_0.0_few_shot_3,gpt-4-0125-preview_0.5_rag_few_shot_3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0613_0.0_few_shot_3,gpt-4-0125-preview_0.5_rag_few_shot_1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0613_0.0_few_shot_3,gpt-4-0125-preview_0.5_rag_few_shot_5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0613_0.0_few_shot_3,gpt-4-0125-preview_1.0_zero_shot,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0613_0.0_few_shot_3,gpt-4-0125-preview_1.0_few_shot_3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0613_0.0_few_shot_3,gpt-4-0125-preview_1.0_few_shot_1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0613_0.0_few_shot_3,gpt-4-0125-preview_1.0_few_shot_5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0613_0.0_few_shot_3,gpt-4-0125-preview_1.0_rag,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0613_0.0_few_shot_3,gpt-4-0125-preview_1.0_rag_few_shot_3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0613_0.0_few_shot_3,gpt-4-0125-preview_1.0_rag_few_shot_1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0613_0.0_few_shot_3,gpt-4-0125-preview_1.0_rag_few_shot_5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0613_1.0_few_shot_3,gpt-3.5-turbo-0125_0.5_zero_shot,0.070,0.238,0.033,0.205,0.019,0.195,0.055,0.137,0.042,0.112
gpt-3.5-turbo-0613_1.0_few_shot_3,gpt-3.5-turbo-0125_0.5_few_shot_1,0.128,0.180,0.056,0.182,0.046,0.168,0.036,0.157,0.041,0.112
gpt-3.5-turbo-0613_1.0_few_shot_3,gpt-3.5-turbo-0125_1.0_zero_shot,0.129,0.179,0.072,0.165,0.043,0.172,0.078,0.114,0.062,0.091
gpt-3.5-turbo-0613_1.0_few_shot_3,gpt-3.5-turbo-0125_1.0_few_shot_3,0.072,0.236,0.056,0.181,0.036,0.178,0.057,0.135,0.034,0.120
gpt-3.5-turbo-0613_1.0_few_shot_3,gpt-3.5-turbo-0125_1.0_few_shot_1,0.065,0.243,0.028,0.209,0.029,0.185,0.044,0.149,0.038,0.116
gpt-3.5-turbo-0613_1.0_few_shot_3,gpt-3.5-turbo-0125_1.0_few_shot_5,0.058,0.250,0.024,0.214,0.015,0.199,0.038,0.154,0.034,0.120
gpt-3.5-turbo-0613_1.0_few_shot_3,gpt-3.5-turbo-0125_1.0_rag_few_shot_3,0.041,0.267,0.055,0.183,0.049,0.166,0.069,0.123,0.047,0.106
gpt-3.5-turbo-0613_1.0_few_shot_3,gpt-4-0125-preview_0.0_few_shot_5,0.027,0.281,0.066,0.172,0.046,0.168,0.038,0.155,0.044,0.109
gpt-3.5-turbo-0613_1.0_few_shot_3,gpt-4-0125-preview_0.0_rag,0.042,0.267,0.065,0.172,0.066,0.148,0.049,0.144,0.043,0.111
gpt-3.5-turbo-0613_1.0_few_shot_3,gpt-4-0125-preview_0.0_rag_few_shot_1,0.000,0.308,0.034,0.204,0.053,0.161,0.075,0.117,0.045,0.108
gpt-3.5-turbo-0613_1.0_few_shot_3,gpt-4-0125-preview_0.5_zero_shot,0.046,0.262,0.027,0.211,0.028,0.186,0.034,0.158,0.038,0.116
gpt-3.5-turbo-0613_1.0_few_shot_3,gpt-4-0125-preview_0.5_few_shot_3,0.042,0.266,0.054,0.184,0.052,0.162,0.051,0.142,0.041,0.113
gpt-3.5-turbo-0613_1.0_few_shot_3,gpt-4-0125-preview_0.5_few_shot_1,0.000,0.308,0.064,0.173,0.045,0.170,0.037,0.156,0.044,0.109
gpt-3.5-turbo-0613_1.0_few_shot_3,gpt-4-0125-preview_0.5_few_shot_5,0.041,0.267,0.019,0.218,0.012,0.202,0.038,0.155,0.044,0.110
gpt-3.5-turbo-0613_1.0_few_shot_3,gpt-4-0125-preview_0.5_rag,0.000,0.308,0.069,0.169,0.052,0.162,0.034,0.159,0.033,0.120
gpt-3.5-turbo-0613_1.0_few_shot_3,gpt-4-0125-preview_0.5_rag_few_shot_3,0.000,0.308,0.043,0.195,0.046,0.168,0.064,0.129,0.043,0.111
gpt-3.5-turbo-0613_1.0_few_shot_3,gpt-4-0125-preview_0.5_rag_few_shot_1,0.042,0.267,0.035,0.203,0.033,0.181,0.067,0.125,0.044,0.109
gpt-3.5-turbo-0613_1.0_few_shot_3,gpt-4-0125-preview_0.5_rag_few_shot_5,0.000,0.308,0.054,0.184,0.059,0.155,0.065,0.127,0.041,0.112
gpt-3.5-turbo-0613_1.0_few_shot_3,gpt-4-0125-preview_1.0_zero_shot,0.000,0.308,0.016,0.222,0.021,0.193,0.021,0.171,0.044,0.109
gpt-3.5-turbo-0613_1.0_few_shot_3,gpt-4-0125-preview_1.0_few_shot_3,0.014,0.295,0.031,0.207,0.024,0.190,0.036,0.157,0.041,0.112
gpt-3.5-turbo-0613_1.0_few_shot_3,gpt-4-0125-preview_1.0_few_shot_1,0.039,0.269,0.040,0.198,0.028,0.186,0.034,0.158,0.044,0.109
gpt-3.5-turbo-0613_1.0_few_shot_3,gpt-4-0125-preview_1.0_few_shot_5,0.056,0.252,0.026,0.212,0.024,0.191,0.039,0.153,0.043,0.110
gpt-3.5-turbo-0613_1.0_few_shot_3,gpt-4-0125-preview_1.0_rag,0.000,0.308,0.054,0.184,0.051,0.164,0.034,0.159,0.032,0.122
gpt-3.5-turbo-0613_1.0_few_shot_3,gpt-4-0125-preview_1.0_rag_few_shot_3,0.000,0.308,0.052,0.185,0.049,0.165,0.045,0.147,0.037,0.117
gpt-3.5-turbo-0613_1.0_few_shot_3,gpt-4-0125-preview_1.0_rag_few_shot_1,0.000,0.308,0.066,0.172,0.050,0.165,0.049,0.143,0.041,0.113
gpt-3.5-turbo-0613_1.0_few_shot_3,gpt-4-0125-preview_1.0_rag_few_shot_5,0.000,0.308,0.017,0.220,0.023,0.191,0.046,0.147,0.039,0.114
gpt-3.5-turbo-0613_0.5_few_shot_1,gpt-3.5-turbo-0125_0.5_zero_shot,0.080,0.204,0.044,0.182,0.036,0.173,0.019,0.171,0.042,0.133
gpt-3.5-turbo-0613_0.5_few_shot_1,gpt-3.5-turbo-0125_0.5_few_shot_1,0.050,0.234,0.048,0.178,0.050,0.159,0.025,0.165,0.059,0.115
gpt-3.5-turbo-0613_0.5_few_shot_1,gpt-3.5-turbo-0125_1.0_zero_shot,0.105,0.180,0.058,0.168,0.053,0.156,0.038,0.152,0.069,0.106
gpt-3.5-turbo-0613_0.5_few_shot_1,gpt-3.5-turbo-0125_1.0_few_shot_3,0.099,0.185,0.051,0.174,0.055,0.154,0.041,0.149,0.044,0.131
gpt-3.5-turbo-0613_0.5_few_shot_1,gpt-3.5-turbo-0125_1.0_few_shot_1,0.090,0.194,0.057,0.168,0.046,0.163,0.033,0.157,0.061,0.114
gpt-3.5-turbo-0613_0.5_few_shot_1,gpt-3.5-turbo-0125_1.0_few_shot_5,0.083,0.201,0.048,0.177,0.043,0.166,0.027,0.163,0.036,0.139
gpt-3.5-turbo-0613_0.5_few_shot_1,gpt-3.5-turbo-0125_1.0_rag_few_shot_3,0.062,0.223,0.042,0.183,0.032,0.177,0.026,0.164,0.057,0.117
gpt-3.5-turbo-0613_0.5_few_shot_1,gpt-4-0125-preview_0.0_few_shot_5,0.009,0.276,0.021,0.204,0.035,0.174,0.030,0.160,0.046,0.129
gpt-3.5-turbo-0613_0.5_few_shot_1,gpt-4-0125-preview_0.0_rag,0.053,0.232,0.063,0.162,0.055,0.154,0.049,0.140,0.074,0.101
gpt-3.5-turbo-0613_0.5_few_shot_1,gpt-4-0125-preview_0.0_rag_few_shot_1,0.015,0.270,0.031,0.194,0.022,0.187,0.020,0.170,0.060,0.115
gpt-3.5-turbo-0613_0.5_few_shot_1,gpt-4-0125-preview_0.5_zero_shot,0.065,0.220,0.060,0.165,0.041,0.168,0.020,0.169,0.043,0.132
gpt-3.5-turbo-0613_0.5_few_shot_1,gpt-4-0125-preview_0.5_few_shot_3,0.027,0.258,0.062,0.163,0.065,0.143,0.055,0.135,0.059,0.116
gpt-3.5-turbo-0613_0.5_few_shot_1,gpt-4-0125-preview_0.5_few_shot_1,0.010,0.274,0.067,0.158,0.055,0.153,0.047,0.143,0.058,0.117
gpt-3.5-turbo-0613_0.5_few_shot_1,gpt-4-0125-preview_0.5_few_shot_5,0.018,0.267,0.055,0.170,0.038,0.171,0.031,0.159,0.053,0.122
gpt-3.5-turbo-0613_0.5_few_shot_1,gpt-4-0125-preview_0.5_rag,0.059,0.225,0.032,0.193,0.033,0.176,0.018,0.172,0.046,0.129
gpt-3.5-turbo-0613_0.5_few_shot_1,gpt-4-0125-preview_0.5_rag_few_shot_3,0.032,0.252,0.038,0.187,0.028,0.181,0.018,0.172,0.061,0.113
gpt-3.5-turbo-0613_0.5_few_shot_1,gpt-4-0125-preview_0.5_rag_few_shot_1,0.038,0.246,0.061,0.164,0.049,0.160,0.031,0.159,0.068,0.106
gpt-3.5-turbo-0613_0.5_few_shot_1,gpt-4-0125-preview_0.5_rag_few_shot_5,0.050,0.234,0.047,0.178,0.032,0.176,0.018,0.172,0.056,0.119
gpt-3.5-turbo-0613_0.5_few_shot_1,gpt-4-0125-preview_1.0_zero_shot,0.019,0.265,0.037,0.188,0.040,0.169,0.029,0.161,0.050,0.125
gpt-3.5-turbo-0613_0.5_few_shot_1,gpt-4-0125-preview_1.0_few_shot_3,0.058,0.226,0.036,0.189,0.033,0.176,0.020,0.170,0.047,0.127
gpt-3.5-turbo-0613_0.5_few_shot_1,gpt-4-0125-preview_1.0_few_shot_1,0.054,0.231,0.044,0.182,0.053,0.156,0.034,0.155,0.057,0.117
gpt-3.5-turbo-0613_0.5_few_shot_1,gpt-4-0125-preview_1.0_few_shot_5,0.073,0.211,0.049,0.176,0.036,0.173,0.038,0.152,0.048,0.127
gpt-3.5-turbo-0613_0.5_few_shot_1,gpt-4-0125-preview_1.0_rag,0.067,0.217,0.034,0.191,0.024,0.184,0.020,0.170,0.034,0.141
gpt-3.5-turbo-0613_0.5_few_shot_1,gpt-4-0125-preview_1.0_rag_few_shot_3,0.065,0.220,0.032,0.193,0.026,0.183,0.017,0.173,0.052,0.123
gpt-3.5-turbo-0613_0.5_few_shot_1,gpt-4-0125-preview_1.0_rag_few_shot_1,0.032,0.252,0.050,0.175,0.039,0.169,0.026,0.164,0.061,0.114
gpt-3.5-turbo-0613_0.5_few_shot_1,gpt-4-0125-preview_1.0_rag_few_shot_5,0.047,0.238,0.050,0.175,0.043,0.166,0.018,0.172,0.059,0.116
gpt-3.5-turbo-0613_0.0_few_shot_1,gpt-3.5-turbo-0125_0.5_zero_shot,0.000,0.285,0.000,0.085,0.000,0.045,0.000,0.015,0.000,0.005
gpt-3.5-turbo-0613_0.0_few_shot_1,gpt-3.5-turbo-0125_0.5_few_shot_1,0.000,0.285,0.000,0.085,0.000,0.045,0.000,0.015,0.000,0.005
gpt-3.5-turbo-0613_0.0_few_shot_1,gpt-3.5-turbo-0125_1.0_zero_shot,0.000,0.285,0.000,0.085,0.000,0.045,0.000,0.015,0.000,0.005
gpt-3.5-turbo-0613_0.0_few_shot_1,gpt-3.5-turbo-0125_1.0_few_shot_3,0.000,0.285,0.000,0.085,0.000,0.045,0.000,0.015,0.000,0.005
gpt-3.5-turbo-0613_0.0_few_shot_1,gpt-3.5-turbo-0125_1.0_few_shot_1,0.000,0.285,0.000,0.085,0.000,0.045,0.000,0.015,0.000,0.005
gpt-3.5-turbo-0613_0.0_few_shot_1,gpt-3.5-turbo-0125_1.0_few_shot_5,0.000,0.285,0.000,0.085,0.000,0.045,0.000,0.015,0.000,0.005
gpt-3.5-turbo-0613_0.0_few_shot_1,gpt-3.5-turbo-0125_1.0_rag_few_shot_3,0.000,0.285,0.000,0.085,0.000,0.045,0.000,0.015,0.000,0.005
gpt-3.5-turbo-0613_0.0_few_shot_1,gpt-4-0125-preview_0.0_few_shot_5,0.000,0.285,0.000,0.085,0.000,0.045,0.000,0.015,0.000,0.005
gpt-3.5-turbo-0613_0.0_few_shot_1,gpt-4-0125-preview_0.0_rag,0.000,0.285,0.000,0.085,0.000,0.045,0.000,0.015,0.000,0.005
gpt-3.5-turbo-0613_0.0_few_shot_1,gpt-4-0125-preview_0.0_rag_few_shot_1,0.000,0.285,0.000,0.085,0.000,0.045,0.000,0.015,0.000,0.005
gpt-3.5-turbo-0613_0.0_few_shot_1,gpt-4-0125-preview_0.5_zero_shot,0.000,0.285,0.000,0.085,0.000,0.045,0.000,0.015,0.000,0.005
gpt-3.5-turbo-0613_0.0_few_shot_1,gpt-4-0125-preview_0.5_few_shot_3,0.000,0.285,0.000,0.085,0.000,0.045,0.000,0.015,0.000,0.005
gpt-3.5-turbo-0613_0.0_few_shot_1,gpt-4-0125-preview_0.5_few_shot_1,0.000,0.285,0.000,0.085,0.000,0.045,0.000,0.015,0.000,0.005
gpt-3.5-turbo-0613_0.0_few_shot_1,gpt-4-0125-preview_0.5_few_shot_5,0.000,0.285,0.000,0.085,0.000,0.045,0.000,0.015,0.000,0.005
gpt-3.5-turbo-0613_0.0_few_shot_1,gpt-4-0125-preview_0.5_rag,0.000,0.285,0.000,0.085,0.000,0.045,0.000,0.015,0.000,0.005
gpt-3.5-turbo-0613_0.0_few_shot_1,gpt-4-0125-preview_0.5_rag_few_shot_3,0.000,0.285,0.000,0.085,0.000,0.045,0.000,0.015,0.000,0.005
gpt-3.5-turbo-0613_0.0_few_shot_1,gpt-4-0125-preview_0.5_rag_few_shot_1,0.000,0.285,0.000,0.085,0.000,0.045,0.000,0.015,0.000,0.005
gpt-3.5-turbo-0613_0.0_few_shot_1,gpt-4-0125-preview_0.5_rag_few_shot_5,0.000,0.285,0.000,0.085,0.000,0.045,0.000,0.015,0.000,0.005
gpt-3.5-turbo-0613_0.0_few_shot_1,gpt-4-0125-preview_1.0_zero_shot,0.000,0.285,0.000,0.085,0.000,0.045,0.000,0.015,0.000,0.005
gpt-3.5-turbo-0613_0.0_few_shot_1,gpt-4-0125-preview_1.0_few_shot_3,0.000,0.285,0.000,0.085,0.000,0.045,0.000,0.015,0.000,0.005
gpt-3.5-turbo-0613_0.0_few_shot_1,gpt-4-0125-preview_1.0_few_shot_1,0.000,0.285,0.000,0.085,0.000,0.045,0.000,0.015,0.000,0.005
gpt-3.5-turbo-0613_0.0_few_shot_1,gpt-4-0125-preview_1.0_few_shot_5,0.000,0.285,0.000,0.085,0.000,0.045,0.000,0.015,0.000,0.005
gpt-3.5-turbo-0613_0.0_few_shot_1,gpt-4-0125-preview_1.0_rag,0.000,0.285,0.000,0.085,0.000,0.045,0.000,0.015,0.000,0.005
gpt-3.5-turbo-0613_0.0_few_shot_1,gpt-4-0125-preview_1.0_rag_few_shot_3,0.000,0.285,0.000,0.085,0.000,0.045,0.000,0.015,0.000,0.005
gpt-3.5-turbo-0613_0.0_few_shot_1,gpt-4-0125-preview_1.0_rag_few_shot_1,0.000,0.285,0.000,0.085,0.000,0.045,0.000,0.015,0.000,0.005
gpt-3.5-turbo-0613_0.0_few_shot_1,gpt-4-0125-preview_1.0_rag_few_shot_5,0.000,0.285,0.000,0.085,0.000,0.045,0.000,0.015,0.000,0.005
gpt-3.5-turbo-0613_1.0_few_shot_1,gpt-3.5-turbo-0125_0.5_zero_shot,0.099,0.137,0.083,0.145,0.073,0.146,0.042,0.141,0.041,0.122
gpt-3.5-turbo-0613_1.0_few_shot_1,gpt-3.5-turbo-0125_0.5_few_shot_1,0.107,0.129,0.071,0.157,0.071,0.147,0.038,0.145,0.029,0.134
gpt-3.5-turbo-0613_1.0_few_shot_1,gpt-3.5-turbo-0125_1.0_zero_shot,0.075,0.161,0.073,0.155,0.077,0.142,0.044,0.139,0.079,0.084
gpt-3.5-turbo-0613_1.0_few_shot_1,gpt-3.5-turbo-0125_1.0_few_shot_3,0.095,0.141,0.081,0.148,0.073,0.145,0.048,0.135,0.038,0.125
gpt-3.5-turbo-0613_1.0_few_shot_1,gpt-3.5-turbo-0125_1.0_few_shot_1,0.098,0.138,0.073,0.155,0.070,0.148,0.036,0.147,0.022,0.141
gpt-3.5-turbo-0613_1.0_few_shot_1,gpt-3.5-turbo-0125_1.0_few_shot_5,0.058,0.179,0.062,0.166,0.056,0.162,0.037,0.146,0.020,0.143
gpt-3.5-turbo-0613_1.0_few_shot_1,gpt-3.5-turbo-0125_1.0_rag_few_shot_3,0.082,0.154,0.067,0.161,0.066,0.153,0.041,0.142,0.055,0.108
gpt-3.5-turbo-0613_1.0_few_shot_1,gpt-4-0125-preview_0.0_few_shot_5,0.081,0.155,0.057,0.171,0.052,0.166,0.029,0.154,0.009,0.154
gpt-3.5-turbo-0613_1.0_few_shot_1,gpt-4-0125-preview_0.0_rag,0.310,-0.074,0.182,0.046,0.153,0.065,0.078,0.105,0.067,0.096
gpt-3.5-turbo-0613_1.0_few_shot_1,gpt-4-0125-preview_0.0_rag_few_shot_1,0.039,0.197,0.045,0.183,0.046,0.172,0.030,0.153,0.070,0.093
gpt-3.5-turbo-0613_1.0_few_shot_1,gpt-4-0125-preview_0.5_zero_shot,0.132,0.104,0.090,0.138,0.067,0.151,0.040,0.143,0.022,0.141
gpt-3.5-turbo-0613_1.0_few_shot_1,gpt-4-0125-preview_0.5_few_shot_3,0.097,0.139,0.071,0.157,0.058,0.160,0.033,0.150,0.032,0.131
gpt-3.5-turbo-0613_1.0_few_shot_1,gpt-4-0125-preview_0.5_few_shot_1,0.079,0.157,0.044,0.184,0.038,0.181,0.029,0.154,0.014,0.149
gpt-3.5-turbo-0613_1.0_few_shot_1,gpt-4-0125-preview_0.5_few_shot_5,0.053,0.183,0.071,0.157,0.066,0.152,0.035,0.148,0.026,0.137
gpt-3.5-turbo-0613_1.0_few_shot_1,gpt-4-0125-preview_0.5_rag,0.416,-0.180,0.179,0.049,0.130,0.088,0.079,0.104,0.064,0.099
gpt-3.5-turbo-0613_1.0_few_shot_1,gpt-4-0125-preview_0.5_rag_few_shot_3,0.048,0.188,0.064,0.164,0.054,0.164,0.041,0.142,0.067,0.096
gpt-3.5-turbo-0613_1.0_few_shot_1,gpt-4-0125-preview_0.5_rag_few_shot_1,0.033,0.203,0.070,0.158,0.059,0.160,0.039,0.144,0.075,0.088
gpt-3.5-turbo-0613_1.0_few_shot_1,gpt-4-0125-preview_0.5_rag_few_shot_5,0.069,0.167,0.057,0.171,0.050,0.168,0.030,0.153,0.063,0.100
gpt-3.5-turbo-0613_1.0_few_shot_1,gpt-4-0125-preview_1.0_zero_shot,0.180,0.056,0.088,0.140,0.082,0.137,0.048,0.135,0.036,0.127
gpt-3.5-turbo-0613_1.0_few_shot_1,gpt-4-0125-preview_1.0_few_shot_3,0.084,0.152,0.073,0.155,0.061,0.157,0.033,0.150,0.010,0.153
gpt-3.5-turbo-0613_1.0_few_shot_1,gpt-4-0125-preview_1.0_few_shot_1,0.063,0.173,0.069,0.159,0.058,0.160,0.028,0.155,0.009,0.154
gpt-3.5-turbo-0613_1.0_few_shot_1,gpt-4-0125-preview_1.0_few_shot_5,0.054,0.182,0.050,0.179,0.052,0.166,0.035,0.148,0.022,0.141
gpt-3.5-turbo-0613_1.0_few_shot_1,gpt-4-0125-preview_1.0_rag,0.273,-0.037,0.161,0.067,0.121,0.097,0.066,0.117,0.049,0.114
gpt-3.5-turbo-0613_1.0_few_shot_1,gpt-4-0125-preview_1.0_rag_few_shot_3,0.087,0.149,0.072,0.156,0.070,0.148,0.041,0.142,0.044,0.119
gpt-3.5-turbo-0613_1.0_few_shot_1,gpt-4-0125-preview_1.0_rag_few_shot_1,0.053,0.183,0.068,0.160,0.057,0.161,0.038,0.145,0.064,0.099
gpt-3.5-turbo-0613_1.0_few_shot_1,gpt-4-0125-preview_1.0_rag_few_shot_5,0.062,0.174,0.071,0.157,0.062,0.156,0.033,0.150,0.039,0.124
gpt-3.5-turbo-0613_0.5_few_shot_5,gpt-3.5-turbo-0125_0.5_zero_shot,0.081,0.146,0.076,0.129,0.054,0.133,0.027,0.132,0.022,0.120
gpt-3.5-turbo-0613_0.5_few_shot_5,gpt-3.5-turbo-0125_0.5_few_shot_1,0.076,0.151,0.067,0.139,0.040,0.146,0.027,0.132,0.029,0.114
gpt-3.5-turbo-0613_0.5_few_shot_5,gpt-3.5-turbo-0125_1.0_zero_shot,0.127,0.100,0.080,0.126,0.051,0.135,0.029,0.130,0.028,0.114
gpt-3.5-turbo-0613_0.5_few_shot_5,gpt-3.5-turbo-0125_1.0_few_shot_3,0.073,0.153,0.072,0.134,0.053,0.134,0.028,0.131,0.020,0.122
gpt-3.5-turbo-0613_0.5_few_shot_5,gpt-3.5-turbo-0125_1.0_few_shot_1,0.082,0.145,0.065,0.141,0.055,0.132,0.040,0.119,0.027,0.115
gpt-3.5-turbo-0613_0.5_few_shot_5,gpt-3.5-turbo-0125_1.0_few_shot_5,0.023,0.204,0.053,0.153,0.040,0.147,0.028,0.131,0.009,0.133
gpt-3.5-turbo-0613_0.5_few_shot_5,gpt-3.5-turbo-0125_1.0_rag_few_shot_3,0.047,0.180,0.036,0.170,0.054,0.133,0.053,0.106,0.075,0.068
gpt-3.5-turbo-0613_0.5_few_shot_5,gpt-4-0125-preview_0.0_few_shot_5,0.049,0.178,0.064,0.142,0.059,0.127,0.041,0.118,0.034,0.109
gpt-3.5-turbo-0613_0.5_few_shot_5,gpt-4-0125-preview_0.0_rag,0.040,0.187,0.074,0.132,0.082,0.104,0.076,0.083,0.083,0.060
gpt-3.5-turbo-0613_0.5_few_shot_5,gpt-4-0125-preview_0.0_rag_few_shot_1,0.059,0.168,0.038,0.168,0.098,0.088,0.089,0.070,0.086,0.057
gpt-3.5-turbo-0613_0.5_few_shot_5,gpt-4-0125-preview_0.5_zero_shot,0.064,0.162,0.029,0.177,0.044,0.143,0.026,0.133,0.038,0.105
gpt-3.5-turbo-0613_0.5_few_shot_5,gpt-4-0125-preview_0.5_few_shot_3,0.031,0.195,0.073,0.133,0.068,0.119,0.042,0.117,0.045,0.097
gpt-3.5-turbo-0613_0.5_few_shot_5,gpt-4-0125-preview_0.5_few_shot_1,0.027,0.200,0.079,0.127,0.093,0.093,0.069,0.091,0.047,0.095
gpt-3.5-turbo-0613_0.5_few_shot_5,gpt-4-0125-preview_0.5_few_shot_5,0.025,0.202,0.032,0.174,0.032,0.154,0.024,0.136,0.032,0.111
gpt-3.5-turbo-0613_0.5_few_shot_5,gpt-4-0125-preview_0.5_rag,0.049,0.177,0.037,0.169,0.061,0.125,0.052,0.107,0.068,0.075
